title  Photometry data for ATLAS2_551047062 from search centered on HS Hya using the atlas calibration catalog
Median of Right Ascension  156.15356, rms   0.00242
Median of Declination      -19.09218, rms   0.00233
Median of magcal_magdep         8.19, rms      0.28
Median of magcal_local_rms      0.25, rms      0.15
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	NUMBER	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2423814.848089	1924.080186	 8.44	 0.32	 9.68	156.15907	-19.09226	-67.3	0.414	ai23078	195	0	1349451776	298823	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423816.833035	1924.085609	 8.25	 0.14	10.50	156.15337	-19.09112	 76.3	0.479	ai23084	195	0	1349451776	192380	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423818.707301	1924.090730	 8.34	 0.40	12.15	156.15460	-19.09196	 -9.0	0.330	am16604	194	16384	1349453824	40852	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2423822.708332	1924.101662	 8.09	 0.23	12.87	156.15597	-19.09109	 69.8	0.264	am16621	194	0	1349452800	665167	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2423823.702872	1924.104379	 8.13	 0.38	12.59	156.15362	-19.09158	-58.8	0.196	am16625	194	0	1349454848	1437317	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2423830.815460	1924.123813	 8.44	 0.27	10.08	156.15473	-19.09149	 88.8	0.452	ai23104	195	1073741824	1349386240	119256	384	0.000700	30	17,18,19,21,22,28,30	7,8
2423845.698611	1924.164477	 8.22	 0.29	 9.80	156.15516	-19.09083	-86.2	0.319	ai23163	195	128	1479475200	110998	392	0.000700	7	16,17,18,19,21,27,28,30	3,7,8
2423873.650526	1924.240848	 8.24	 0.19	10.14	156.15382	-19.09171	-88.0	0.414	ai23224	183	0	1349451776	227485	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423899.616309	1924.311793	 8.13	 0.77	 9.92	156.15347	-19.09421	-68.3	0.294	ai23275	195	268435456	1349189632	261199	384	0.000700	28	16,17,19,21,22,28,30	7,8
2423902.612201	1924.319979	 8.00	 0.22	14.05	156.15794	-19.08997	 48.9	0.339	ax00481	194	8388608	1349452800	503534	448	0.000700	23	10,16,17,18,19,21,22,28,30	6,7,8
2423906.546291	1924.330728	 8.32	 0.32	13.91	156.15185	-19.09550	-70.8	0.125	ax00489	194	0	1349452800	726761	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2423908.607165	1924.336358	 8.27	 0.64	13.01	156.15109	-19.08412	-22.4	0.361	ax00496	194	41943040	1349389314	99320	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2423909.600899	1924.339073	 8.25	 0.27	13.34	156.15198	-19.09377	-78.2	0.287	ax00501	194	0	1349454848	582559	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2423918.522999	1924.363451	 8.19	 0.31	12.62	156.15142	-19.09357	-73.8	0.257	ax00524	194	0	1349451776	328874	384	0.000700		16,17,18,19,21,22,28,30	7,8
2423926.517117	1924.385293	 8.24	 0.17	12.52	156.14966	-19.08260	-25.4	0.406	ax00543	194	41943040	1349388288	123668	256	0.000700	23,25	11,17,18,19,21,22,28,30	8
2423929.514213	1924.393481	 8.16	 0.30	14.73	156.15741	-19.09125	 64.8	0.332	ax00547	194	0	1349454850	369129	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2423934.514675	1924.407144	 8.10	 0.34	12.55	156.15577	-19.09956	-81.2	0.275	ax00563	194	41943040	1349389314	597161	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2423936.542280	1924.412684	 8.11	 0.29	14.09	156.15544	-19.09167	 73.8	0.487	ax00574	194	0	1349454850	281375	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2423960.491307	1924.478118	 7.95	 0.38	14.16	156.15534	-19.09217	 60.1	0.099	ax00609	194	0	1349454848	322394	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2424146.909512	1924.987458	 8.38	 0.20	10.15	156.15321	-19.09248	 15.1	0.344	ai23812	195	0	1349451778	127134	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2424164.788928	1925.036408	 8.06	 0.18	10.95	156.15379	-19.09241	 83.1	0.181	ax00963	194	0	1349453824	326398	256	0.000700		11,16,17,18,19,21,22,28,30	8
2424169.841411	1925.050250	 8.22	 0.21	13.08	156.15374	-19.09208	 80.3	0.372	am16704	194	0	1349451776	197094	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424197.797446	1925.126842	 8.13	 0.20	11.78	156.15298	-19.09405	 89.5	0.095	ax00982	194	0	1349453824	270785	256	0.000700		11,16,17,18,19,21,22,28,30	8
2424198.728951	1925.129394	 8.14	 0.34	13.58	156.14903	-19.08118	-21.9	0.126	ax00985	194	41943040	1349389312	73628	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2424200.692373	1925.134774	 8.27	 0.39	13.79	156.15276	-19.09556	 29.4	0.145	ax00987	194	0	1349454848	520914	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2424200.729881	1925.134876	 8.08	 0.23	10.52	156.15412	-19.08779	 64.0	0.249	ai23891	183	0	1349451776	390278	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424200.761629	1925.134963	 8.17	 0.24	14.01	156.15514	-19.09310	 23.6	0.088	ax00988	194	0	1349454850	337950	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2424212.666123	1925.167578	 8.08	 0.21	11.93	156.15445	-19.09207	-89.1	0.368	ac25797	190	16384	1349453824	7097	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2424212.715295	1925.167713	 8.06	 0.26	12.12	156.15208	-19.09259	 -7.2	0.282	ay00512	197	0	1349453824	138193	256	0.000700		11,16,17,18,19,21,22,28,30	8
2424226.674568	1925.205958	 8.07	 0.27	 9.63	156.15355	-19.09040	 -5.2	0.147	ai23932	195	128	1479475202	266296	392	0.000700	7	1,16,17,18,19,21,27,28,30	3,7,8
2424230.714817	1925.217027	 7.97	 0.23	10.25	156.15472	-19.09128	-74.1	0.221	ai23942	183	1073741824	1349388288	306190	256	0.000700	30	11,17,18,19,21,22,28,30	8
2424236.703124	1925.233433	 8.36	 0.23	 9.50	156.15248	-19.09038	-77.2	0.336	ai23959	195	0	1349451776	298609	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424261.617190	1925.301691	 8.03	 0.26	14.44	156.15838	-19.09019	 64.7	0.392	ax01021	194	8388608	1349452802	278233	448	0.000700	23	1,10,16,17,18,19,21,22,28,30	6,7,8
2424269.521413	1925.323346	 8.15	 0.32	13.96	156.15129	-19.09770	 23.4	0.181	ax01027	194	41943040	1349387264	459454	448	0.000700	23,25	10,17,18,19,21,22,28,30	6,7,8
2424285.502135	1925.367129	 8.24	 0.36	14.20	156.15179	-19.09819	 34.6	0.067	ax01045	194	41943040	1349389312	490581	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2424289.535205	1925.378179	 8.12	 0.50	15.01	156.15806	-19.09091	 68.7	0.344	ax01058	194	41943040	1349389314	309087	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2424296.502343	1925.397267	 8.25	 0.44	14.23	156.15269	-19.09754	 66.7	0.169	ax01082	194	0	1349454850	463040	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2424311.508562	1925.438380	 8.04	 0.29	14.54	156.16060	-19.09078	 70.5	0.397	ax01130	194	8388736	1349387266	428538	449	0.000700	7,23	1,10,17,18,19,21,22,28,30	0,6,7,8
2424499.907943	1925.954542	 8.11	 0.18	13.20	156.15324	-19.09267	-83.3	0.373	ac26172	190	0	1349451776	389834	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424523.720911	1926.019783	 8.30	 0.33	14.21	156.15208	-19.09566	-86.9	0.090	ax01473	194	0	1349454848	510993	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2424536.710561	1926.055371	 8.16	 0.36	13.98	156.15166	-19.09648	 78.4	0.086	ax01511	194	41943040	1349389314	521359	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2424540.835849	1926.066674	 8.05	 0.16	11.63	156.15349	-19.09241	 63.5	0.427	ac26235	190	0	1349453824	130459	256	0.000700		11,16,17,18,19,21,22,28,30	8
2424551.681494	1926.096388	 8.35	 0.22	13.89	156.15215	-19.09492	 78.4	0.128	ax01529	194	0	1349453824	513581	256	0.000700		11,16,17,18,19,21,22,28,30	8
2424553.707978	1926.101940	 8.11	 0.38	14.39	156.15850	-19.09008	 49.9	0.241	ax01532	194	0	1349451776	279959	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424554.681740	1926.104608	 8.09	 0.25	13.40	156.14932	-19.08035	-14.3	0.386	ax01536	194	41943040	1349386242	60902	384	0.000700	23,25	1,17,18,19,21,22,28,30	7,8
2424554.715896	1926.104701	 8.54	 0.32	10.03	156.15243	-19.09237	 71.4	0.354	ay00958	197	268435584	1483670528	2073	456	0.000700	7,28	10,16,17,18,19,21,22,27,28,30	3,6,7,8
2424554.841252	1926.105045	 8.20	 0.18	10.13	156.15320	-19.08848	 -4.7	0.449	ai24598	195	1107296256	1349388288	38915	256	0.000700	25,30	11,17,18,19,21,22,28,30	8
2424618.635323	1926.279823	 7.99	 0.38	14.04	156.15044	-19.07883	-11.8	0.382	ax01561	194	41943040	1349389314	88365	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2424618.708038	1926.280022	 8.13	 0.76	14.67	156.15727	-19.09131	 68.7	0.344	ax01562	194	0	1349454850	270630	320	0.001389		1,10,11,16,17,18,19,21,22,28,30	6,8
2424621.551705	1926.287813	 8.14	 0.24	11.62	156.15363	-19.09249	 80.2	0.427	ac26294	190	0	1349453824	165111	256	0.000700		11,16,17,18,19,21,22,28,30	8
2424621.645540	1926.288070	 8.43	 0.26	11.63	156.15966	-19.09000	 69.4	0.599	ac26295	202	1115684864	1349388288	257902	256	0.000700	23,25,30	11,17,18,19,21,22,28,30	8
2424622.584016	1926.290641	 8.17	 0.31	14.53	156.15292	-19.09687	 63.3	0.193	ax01567	194	41943040	1349389312	516668	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2424641.571031	1926.342660	 8.36	 0.37	14.74	156.15191	-19.09795	 34.5	0.198	ax01598	194	41943040	1349387266	533633	448	0.000700	23,25	1,10,17,18,19,21,22,28,30	6,7,8
2424665.552009	1926.408362	 8.19	 0.27	12.84	156.15230	-19.09417	 87.1	0.046	ax01661	194	0	1349451776	424418	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424864.928321	1926.954598	 8.07	 0.17	12.95	156.15421	-19.09195	 69.5	0.290	ac26588	190	0	1349453824	426863	256	0.000700		11,16,17,18,19,21,22,28,30	8
2424876.888979	1926.987367	 8.11	 0.22	11.32	156.15449	-19.09213	 74.6	0.469	ac26614	190	16384	1349453824	4497	256	0.000700	14	11,16,17,18,19,21,22,28,30	8
2424888.883495	1927.020229	 8.07	 0.25	12.47	156.15484	-19.09201	 60.0	0.522	ac26634	190	0	1349451776	170235	384	0.000700		16,17,18,19,21,22,28,30	7,8
2424916.801488	1927.096716	 8.16	 0.14	11.54	156.15448	-19.09213	 65.8	0.549	ac26681	190	33570816	1349388288	4159	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2424940.744571	1927.162314	 8.22	 0.27	11.14	156.15277	-19.09217	-20.3	0.273	ay01361	197	268435456	1349454848	63390	320	0.000700	28	10,11,16,17,18,19,21,22,28,30	6,8
2424948.698512	1927.184106	 8.04	 0.16	11.84	156.15513	-19.09353	 73.7	0.443	ac26723	190	16384	1349454848	2923	320	0.000700	14	10,11,16,17,18,19,21,22,28,30	6,8
2424949.703050	1927.186858	 8.14	 0.17	12.66	156.15385	-19.09208	 77.4	0.229	ac26730	190	0	1349454848	128809	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2424973.598196	1927.252324	 8.15	 0.18	10.90	156.15178	-19.08804	 -3.3	0.146	ay01415	197	0	1349454848	9760	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425000.588751	1927.326271	 8.31	 0.31	12.06	156.15135	-19.08945	 50.2	0.090	ay01448	197	33554432	1349389312	61304	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2425204.909470	1927.886053	 8.14	 0.26	10.81	156.15110	-19.09053	 65.4	0.163	ay01862	197	268435456	1349453824	8536	256	0.000700	28	11,16,17,18,19,21,22,28,30	8
2425222.858921	1927.935230	 8.23	 0.28	14.40	156.15144	-19.09746	 23.9	0.082	ax01997	195	41943040	1349387264	559696	448	0.000700	23,25	10,17,18,19,21,22,28,30	6,7,8
2425239.881403	1927.981867	 8.04	 0.20	12.75	156.15341	-19.09276	-14.4	0.219	ay01958	197	0	1349451776	108782	384	0.000700		16,17,18,19,21,22,28,30	7,8
2425241.911781	1927.987430	 8.11	 0.22	12.74	156.15148	-19.09277	-20.6	0.244	ay01968	197	0	1349454848	74678	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425247.844987	1928.003675	 8.14	 0.14	 9.90	156.15176	-19.09362	 87.0	0.427	ai26072	195	0	1349453826	157415	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2425264.560092	1928.049345	 8.23	 0.64	14.98	156.15857	-19.09088	 74.0	0.316	ax02133	195	8388608	1349452803	352211	448	0.000700	23	0,1,10,16,17,18,19,21,22,28,30	6,7,8
2425266.510435	1928.054673	 8.17	 0.43	13.71	156.15200	-19.09623	 84.1	0.059	ax02139	196	0	1349454848	457165	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425267.883244	1928.058424	 8.02	 0.18	10.57	156.15094	-19.09184	 85.0	0.624	ai26124	195	1073741824	1349386240	215683	4480	0.000700	30	17,18,19,21,22,28,30	7,8,12
2425290.721119	1928.120823	 8.07	 0.19	 9.71	156.15228	-19.09315	-77.2	0.419	ai26203	195	0	1349453824	99363	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425293.421353	1928.128200	 8.28	 0.56	13.98	156.15160	-19.09624	-63.2	0.049	ax02171	196	33554432	1349389312	447083	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2425297.772490	1928.140089	 8.17	 0.20	 9.72	156.15278	-19.09071	  0.7	0.169	ai26210	195	0	1349453824	113987	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425298.452840	1928.141948	 8.06	 0.69	14.86	156.15808	-19.09105	 56.9	0.318	ax02182	196	8388608	1349454850	244494	320	0.000700	23	1,10,11,16,17,18,19,21,22,28,30	6,8
2425298.751427	1928.142763	 8.27	 0.10	13.94	156.15283	-19.09238	 81.8	0.365	rh00072	191	0	1349452800	73011	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425304.747258	1928.159146	 8.19	 0.18	13.56	156.15349	-19.09246	 82.6	0.188	rh00093	191	0	1349454848	55596	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425306.474051	1928.163864	 8.16	 0.87	14.60	156.15636	-19.09165	 69.1	0.310	ax02202	196	33554432	1349389314	278768	320	0.000700	25	1,10,11,17,18,19,21,22,28,30	6,8
2425324.390178	1928.212815	 8.24	 0.45	14.63	156.15217	-19.09850	 20.4	0.148	ax02214	196	41943040	1349389312	475778	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2425327.654181	1928.221733	 8.20	 0.24	 9.65	156.15460	-19.09190	 89.7	0.471	ai26313	195	0	1349453824	319369	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425328.384709	1928.223729	 8.33	 0.79	14.27	156.15641	-19.09258	-40.5	0.082	ax02235	196	33554432	1349389314	242351	320	0.000700	25	1,10,11,17,18,19,21,22,28,30	6,8
2425332.378524	1928.234641	 8.19	 0.33	13.50	156.15211	-19.09458	-71.0	0.226	ax02248	196	0	1349454850	439348	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2425353.306396	1928.291821	 8.30	 0.58	13.30	156.15110	-19.08670	-13.8	0.365	ax02256	196	41943168	1349389315	123035	321	0.000700	7,23,25	0,1,10,11,17,18,19,21,22,28,30	0,6,8
2425353.371492	1928.291999	 8.37	 0.49	13.42	156.15263	-19.09653	 30.8	0.036	ax02257	196	0	1349454848	463975	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425354.617753	1928.295404	 8.24	 0.30	13.49	156.15276	-19.09233	 55.0	0.129	rh00217	191	0	1349454848	61176	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425361.287866	1928.313628	 8.15	 0.25	13.57	156.15235	-19.09572	-15.7	0.038	ax02281	196	0	1349452800	461404	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425363.564558	1928.319849	 8.42	 0.16	12.38	156.15349	-19.09242	-77.7	0.108	rh00245	191	0	1349452800	35278	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425376.280102	1928.354590	 8.25	 0.51	13.72	156.15228	-19.09467	-69.4	0.108	ax02323	196	0	1349453824	582030	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425377.286987	1928.357341	 7.91	 0.37	14.66	156.15736	-19.09071	 64.6	0.334	ax02325	196	0	1349454850	306388	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2425378.255786	1928.359988	 8.39	 0.25	12.65	156.15653	-19.09996	 28.5	0.024	ax02328	196	41943040	1349388288	578675	256	0.000700	23,25	11,17,18,19,21,22,28,30	8
2425388.310760	1928.387461	 8.04	 0.28	14.31	156.15620	-19.09163	 58.5	0.391	ax02428	196	0	1349453826	246904	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2425410.211397	1928.447299	 8.10	 0.31	13.72	156.15248	-19.09550	 65.6	0.231	ax02490	196	0	1349451776	460820	384	0.000700		16,17,18,19,21,22,28,30	7,8
2425411.211350	1928.450031	 7.98	 0.35	14.58	156.15672	-19.09107	 63.4	0.322	ax02497	196	0	1349454850	340525	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2425417.216614	1928.466439	 8.49	 0.45	14.01	156.15261	-19.09607	 39.5	0.217	ax02529	196	0	1349454848	392349	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425418.215877	1928.469169	 8.40	 0.61	14.38	156.15577	-19.09201	 85.2	0.154	ax02536	196	0	1349453826	263649	256	0.000700		1,11,16,17,18,19,21,22,28,30	8
2425433.218030	1928.510159	 8.20	 0.37	13.23	156.15580	-19.09176	 59.9	0.543	ax02571	196	0	1349453824	335304	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425594.558612	1928.950980	 8.20	 0.43	12.70	156.15334	-19.09151	-61.1	0.497	rb00076	190	0	1349453824	350759	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425595.898211	1928.954640	 8.27	 0.22	12.78	156.15518	-19.09177	 38.6	0.210	ac27096	190	0	1349451776	209616	384	0.000700		16,17,18,19,21,22,28,30	7,8
2425599.859937	1928.965464	 8.19	 0.30	12.94	156.15347	-19.09264	-74.1	0.187	rh00789	191	0	1349452800	42781	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425601.890667	1928.971013	 8.15	 0.25	10.14	156.15494	-19.09169	 47.3	0.158	ai26878	195	0	1349451776	192191	384	0.000700		16,17,18,19,21,22,28,30	7,8
2425614.875994	1929.006510	 8.14	 0.21	12.39	156.15478	-19.09111	 60.6	0.289	ac27165	190	0	1349453824	202767	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425616.839524	1929.011889	 8.07	 0.20	10.30	156.15257	-19.08872	 14.0	0.123	ai26956	195	268435456	1349453824	194878	256	0.000700	28	11,16,17,18,19,21,22,28,30	8
2425619.873466	1929.020201	 8.11	 0.19	10.30	156.15367	-19.08674	 37.1	0.408	ai26969	195	33554432	1349388288	163711	256	0.000700	25	11,17,18,19,21,22,28,30	8
2425622.850605	1929.028358	 8.38	 0.12	13.26	156.15331	-19.09257	-59.1	0.104	rh00890	191	0	1349452800	61711	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425624.557422	1929.033034	 8.47	 0.67	13.98	156.14883	-19.09158	-69.9	0.452	rb00134	199	41959552	1349389314	203142	321	0.000700	7,14,23,25	1,10,11,17,18,19,21,22,28,30	0,6,8
2425633.816463	1929.058401	 8.30	 0.29	11.57	156.15349	-19.09239	 83.3	0.386	rh00930	191	0	1349452800	53566	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425646.803479	1929.093982	 8.36	 0.20	12.58	156.15492	-19.09144	 35.3	0.212	ac27279	204	33554560	1349388288	207707	257	0.000700	7,25	11,17,18,19,21,22,28,30	0,8
2425649.549459	1929.101505	 8.86	 0.55	13.69	156.15315	-19.09256	-86.6	0.449	rb00148	190	16384	1349452800	337264	448	0.000700	14	10,16,17,18,19,21,22,28,30	6,7,8
2425650.484436	1929.104067	 8.41	 0.27	12.15	156.15395	-19.09118	-87.5	0.594	rb00152	190	0	1349454848	551874	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425657.498812	1929.123284	 8.56	 0.61	13.81	156.15373	-19.09061	-69.2	0.503	rb00169	190	0	1349454848	604676	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425687.406034	1929.205222	 8.45	 1.00	13.47	156.15306	-19.09094	-78.1	0.521	rb00208	190	0	1349454848	512497	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425699.640035	1929.238740	 8.36	 0.18	12.33	156.15304	-19.09228	 80.2	0.424	rh01082	191	0	1349451776	71572	384	0.000700		16,17,18,19,21,22,28,30	7,8
2425704.642472	1929.252445	 8.21	 0.19	12.30	156.15398	-19.09142	-86.5	0.063	ac27392	190	0	1349453824	145519	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425705.379914	1929.254466	 8.58	 0.62	13.21	156.15315	-19.09083	-72.5	0.621	rb00225	190	0	1349454848	557231	4416	0.000700		10,11,16,17,18,19,21,22,28,30	6,8,12
2425706.248332	1929.256845	 8.72	 0.78	12.31	156.15268	-19.09257	-33.8	0.560	rb00229	190	0	1349454848	108364	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425712.306463	1929.273442	 8.51	 0.45	13.19	156.15310	-19.09097	-81.7	0.479	rb00264	190	0	1349454848	601324	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425712.574212	1929.274176	 8.18	 0.21	 9.50	156.15345	-19.09211	-36.1	0.335	ai27176	195	0	1349453824	184351	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425714.376383	1929.279113	 9.09	 0.34	13.18	156.15338	-19.09267	-57.3	0.264	rb00279	190	33570816	1349389312	250237	320	0.000700	14,25	10,11,17,18,19,21,22,28,30	6,8
2425733.357932	1929.331118	 8.60	 0.59	12.91	156.15329	-19.09240	-49.5	0.148	rb00303	190	0	1349452800	223121	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425760.246027	1929.404784	 8.17	 0.41	14.89	156.15413	-19.09315	 43.3	0.187	rb00349	190	0	1349454848	415581	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425763.216801	1929.412923	 8.96	 0.48	14.12	156.15241	-19.09281	-31.4	0.345	rb00357	190	0	1349454848	284220	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425766.274828	1929.421301	 8.90	 0.51	13.09	156.15259	-19.09233	-16.8	0.272	rb00364	190	16384	1349454848	109918	320	0.000700	14	10,11,16,17,18,19,21,22,28,30	6,8
2425771.211574	1929.434826	 8.55	 0.51	13.12	156.15349	-19.09100	-75.4	0.402	rb00372	190	0	1349454848	502032	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425798.215246	1929.508809	 8.82	 0.55	11.69	156.15346	-19.09289	-15.8	0.547	rb00430	190	0	1349454848	226213	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425981.857478	1930.011938	 8.21	 0.23	12.16	156.15289	-19.09216	-77.0	0.446	rh01814	191	0	1349453824	59345	256	0.000700		11,16,17,18,19,21,22,28,30	8
2425982.568341	1930.013886	 8.44	 0.52	13.11	156.15240	-19.09247	-25.6	0.383	rb00727	190	0	1349454848	162405	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2425984.783720	1930.019955	 8.02	 0.25	 9.38	156.15088	-19.09005	-89.5	0.170	ai27829	195	268435456	1349453824	159588	256	0.000700	28	11,16,17,18,19,21,22,28,30	8
2425987.849860	1930.028356	 8.13	 0.15	12.41	156.15377	-19.09226	 87.7	0.500	rh01836	191	0	1349452800	187089	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2425987.870984	1930.028414	 8.01	 0.22	 9.77	156.15501	-19.09208	-78.8	0.577	ai27835	195	0	1349453824	205573	256	0.000700		11,16,17,18,19,21,22,28,30	8
2426000.518361	1930.063064	 8.30	 0.66	13.59	156.15236	-19.09240	-26.9	0.405	rb00756	190	33554432	1349389312	153271	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2426002.872217	1930.069513	 8.24	 0.16	 9.23	156.15828	-19.08333	-78.9	0.731	ai27873	195	1082130432	1349386240	386355	4480	0.000700	23,30	17,18,19,21,22,28,30	7,8,12
2426006.554258	1930.079601	 8.23	 0.40	11.76	156.15360	-19.09111	-73.7	0.598	rb00767	190	0	1349454848	438185	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2426012.485877	1930.095852	 8.37	 0.74	14.14	156.15315	-19.09113	-69.8	0.492	rb00781	190	0	1349454848	536977	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2426018.755169	1930.113028	 8.23	 0.15	10.91	156.15362	-19.09284	-40.8	0.311	ac28090	190	0	1349453824	214176	256	0.000700		11,16,17,18,19,21,22,28,30	8
2426028.551106	1930.139866	 8.82	 0.54	12.80	156.15267	-19.09228	-23.5	0.284	rb00801	190	33554432	1349389312	102291	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2426034.397005	1930.155882	 8.26	 0.85	13.22	156.15375	-19.09082	-65.5	0.513	rb00813	190	0	1349454848	499351	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2426036.525229	1930.161713	 8.97	 0.51	12.40	156.15220	-19.09253	-19.7	0.383	rb00826	190	33570816	1349389312	171725	320	0.000700	14,25	10,11,17,18,19,21,22,28,30	6,8
2426036.767368	1930.162376	 8.12	 0.19	10.29	156.14683	-19.09527	 56.2	0.228	ai27981	195	276824064	1349386242	294399	384	0.000700	23,28	1,17,18,19,21,22,28,30	7,8
2426046.494475	1930.189026	 8.32	 0.38	13.22	156.15237	-19.09207	 76.4	0.291	rb00842	190	0	1349453824	403793	256	0.000700		11,16,17,18,19,21,22,28,30	8
2426060.374294	1930.227053	 8.32	 0.96	13.96	156.15397	-19.09107	-70.8	0.556	rb00859	190	0	1349454848	567815	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2426060.438007	1930.227227	 8.41	 0.50	14.23	156.15184	-19.09243	-49.4	0.344	rb00860	190	0	1349452800	136365	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
